Gene,Importance
DSG3,0.6814308491652905
KRT5,0.6791071295868719
DSC3,0.6575955960946306
LASS3,0.6410707368692953
BNC1,0.634056232249191
CALML3,0.6254428560717233
S1PR5,0.621422184842831
CLCA2,0.6121596230990053
TP63,0.6059006211992973
SERPINB13,0.5988559781298555
KRT74,0.5956326129981878
PVRL1,0.5876040087672281
IRF6,0.5791334612163729
FAT2,0.5649368810891738
KRT6C,0.5618124539070236
CSTA,0.5505127117600472
VSNL1,0.5467858367429563
JAG1,0.5465150836161335
KRT6B,0.5454430289903739
DAPL1,0.5444461650734448
LOC642587,0.5440232797940587
PERP,0.5238429929681963
KRT6A,0.5223577720100686
TPRXL,0.5159186030390803
ATP1B3,0.494270503981809
C3orf21,0.4893623887050591
RAET1L,0.48849407367659287
TRIM29,0.48768476569802804
KRT17,0.4832585229019687
ANXA8,0.48253422468027524
FAM83C,0.4825071848333009
PKP1,0.4804537198116916
KRT31,0.4788799325380295
GPC1,0.47821739842566435
GBP6,0.478193534985295
PARD6G,0.47730147773523696
NTRK2,0.47695212635777123
A2ML1,0.4748538276497241
KRT14,0.4741898511960845
HR,0.4735459235790977
C10orf99,0.47196059398297524
HNF1B,0.46558073832149444
C12orf54,0.46552775397783813
ODZ2,0.46380023271543663
RBM47,0.46004420776208793
DLX5,0.4593150165954211
BMP7,0.4588910245406386
SNAI2,0.45809707899409
COL4A6,0.4580126562985213
KRT13,0.45776396811452363
FAM181B,0.4576648764193337
WFDC5,0.45671732099754664
KRT16,0.45608871702676007
GJB5,0.45510777480043657
DQX1,0.45453801308673414
FAM83B,0.45067945454807434
CELSR2,0.4495712146716572
DDAH1,0.44742022791543185
HOXD11,0.446590073735891
SH3BP1,0.44358092031965357
ADAM23,0.4429046074662939
MICALL1,0.4428828343519951
SERPINB5,0.44078424429759644
SPRR2A,0.43924788947353305
TMEM40,0.43881074437263623
COL7A1,0.4369813523333701
RORC,0.4368639821271948
P2RY1,0.43626094678012856
AP2M1,0.43577007325056316
SLC16A1,0.43289294036273523
ATP11A,0.4324711951414837
S100A2,0.43199847572742905
TMPRSS11F,0.43060028156423563
ITGA6,0.43016915925434224
GABRQ,0.4275220355682185
MCC,0.4274224255978037
ADH7,0.4266644411021108
DENND2C,0.426544641392352
CDHR1,0.4231576445872411
HAP1,0.421508655831619
PTHLH,0.42060411086626426
RGL3,0.4202999281979867
ARRB1,0.42010776030459834
CLDN3,0.4197935449640661
CAPNS2,0.41952260192873636
SERPINB2,0.41932293329436304
TMEM189,0.4192042973884221
PNCK,0.41673917757408757
BCL2L15,0.4166070889887572
ACSL5,0.41439009219908013
SPDEF,0.41430244274162775
SLC6A8,0.4134996407824238
TMEM125,0.4132102908335767
ZNF488,0.412131346142154
C17orf28,0.4109096755314133
ABCC5,0.40994240573574525
TMPRSS11A,0.4093241397087187
TBCCD1,0.4092658404485739
SOX15,0.40786708996796944
SLC6A15,0.405885989085366
LOC100130933,0.40556186435081
IGSF11,0.4051642638196657
ALDH3B1,0.40478449541854783
FMO5,0.4033444835609359
PTPRZ1,0.4031939162412331
BICD2,0.4021852177452144
CGN,0.40211272286158556
LONRF3,0.40125386635611104
KCNG1,0.4004924067935827
TMEM117,0.4004041932168547
KCTD1,0.39791606257956075
GPR39,0.39642042548413514
SIAH2,0.3961850868439021
STON2,0.39541147402086085
CHRM3,0.3944745152947677
SLC39A2,0.3941817472177845
NMNAT3,0.39347605929328283
EPHA10,0.39338329906046643
SLC2A1,0.39310078727952846
DLG1,0.392800558966483
GOLM1,0.3923516414929257
STARD5,0.392326338562041
ARHGEF38,0.3921865805701203
ST6GALNAC2,0.3920471084007166
ARTN,0.39014281165796705
OCLN,0.3900957886012192
TMPRSS11D,0.3897431847561727
MUC1,0.3885976822902875
USH1G,0.38855295691352865
ICA1,0.38848229802553874
ANXA8L2,0.388387862984287
RHCG,0.38642277334771513
NKX2-1,0.38599200606100625
GNA14,0.38547003657170786
TMTC3,0.38503408044898296
DVL3,0.38466393417801753
KCNQ3,0.3844860937651107
MAPKBP1,0.38440158716407724
KCNK5,0.3823631585180149
GOLT1A,0.38185525792762426
KCTD15,0.3817996489997841
EFNB1,0.38059985193087587
C17orf99,0.3801214363897369
GABRA3,0.37932648470051744
LSG1,0.3787534914105432
FOXD1,0.3787272778584384
LGALS7,0.3786442223722909
E2F7,0.3778151736981407
PGAP1,0.3768246940726908
C3orf54,0.3767092922415527
DLX6,0.3764629260672601
SNTB1,0.3761863005024344
KLHL13,0.375811350375791
FRRS1,0.3754785086320642
SMPDL3B,0.3750647634504872
MLPH,0.3746407262756645
C9orf152,0.37440676837150855
RNASE7,0.3742137790060227
