Gene,Importance
KRT5,0.6513529314892895
DSG3,0.6478586948268116
LASS3,0.6267502746473259
DSC3,0.6213324761471931
BNC1,0.616305989917668
S1PR5,0.6007439882106209
CALML3,0.5973701256117819
CLCA2,0.5791375383450265
SERPINB13,0.5779420649629886
TP63,0.5778614504147964
KRT74,0.5745223910548436
PVRL1,0.566349524001073
IRF6,0.557104850526604
FAT2,0.5329282316109084
KRT6C,0.5219026098687037
CSTA,0.5204594513158108
VSNL1,0.5167234542538753
DAPL1,0.5161130768846737
KRT6B,0.5003256254005661
LOC642587,0.49977929549024996
PERP,0.4882870409722244
KRT6A,0.4853103842418817
ATP1B3,0.4770820986292669
JAG1,0.4752163562608739
FAM83C,0.47296355543211294
TRIM29,0.46962576884279456
TPRXL,0.4690885509073832
RAET1L,0.468896043542609
KRT31,0.46790870921575217
C10orf99,0.46070948668031686
PKP1,0.457357573775932
KRT17,0.45430717087509026
NTRK2,0.4528816537149549
KRT13,0.452721029177847
A2ML1,0.45168067615508284
HR,0.45032987314826073
C3orf21,0.44918949412999043
GPC1,0.4471459150015366
SPRR2A,0.4417950766492481
BMP7,0.44141710829685427
C12orf54,0.4401320629175963
KRT14,0.43986198570425444
GBP6,0.4393187394980445
COL4A6,0.43845709719339915
DLX5,0.43804774038695654
PARD6G,0.43657079274559024
WFDC5,0.4362029900323821
ODZ2,0.4338355801496992
ANXA8,0.43339390250600085
P2RY1,0.4321378089768489
DQX1,0.42994456382600565
FAM181B,0.4251206698796005
SNAI2,0.42502764667668874
HOXD11,0.423507366638707
HNF1B,0.42347868428186586
KRT16,0.42318864549863305
CELSR2,0.4196887163754916
DENND2C,0.4168131467132664
RBM47,0.41590452755647317
DDAH1,0.41496374620912474
CDHR1,0.41173578325934024
FAM83B,0.4095879616447071
TMPRSS11A,0.40941932107461276
TMEM40,0.4067902619657258
GABRQ,0.40642328028341
SH3BP1,0.4062513448953676
ADAM23,0.40578855841820827
SLC6A8,0.40408429825478964
ADH7,0.40290405810067753
GJB5,0.40222010341798736
STARD5,0.40151393331763263
SLC16A1,0.4000879590275026
AP2M1,0.3978758530763367
MCC,0.3974013322067113
COL7A1,0.39683371996684
S100A2,0.39678286975554333
BCL2L15,0.3961245226393057
TMPRSS11F,0.39606600124385327
SERPINB5,0.39598154891842985
EPHA10,0.3954838797185519
C17orf28,0.3950644526608637
RORC,0.3947176457189286
CAPNS2,0.39387653530041494
ABCC5,0.3913986110104312
SERPINB2,0.3913461688721179
TMEM189,0.390749834913208
MICALL1,0.3897898405661537
RGL3,0.3897846921187791
PNCK,0.3870209998394501
ARRB1,0.3866170271023417
ITGA6,0.38647920993863627
TBCCD1,0.3859199594362223
RHCG,0.38529613064719537
SLC6A15,0.3835023677968923
CGN,0.38291264286265003
NMNAT3,0.3828701249776947
IGSF11,0.3826023158530382
ZNF488,0.3820640160626544
LOC100130933,0.38162975410613253
CD2AP,0.38017506655784356
ATP11A,0.37995142324423636
SIAH2,0.37955763739205217
SOX15,0.3793874602907987
GOLM1,0.3791268707755711
KCNQ3,0.37882733975552363
ICA1,0.3779841943390852
TMEM117,0.3778049825378436
BICD2,0.37754351550874377
KCNG1,0.3771203692609504
SPDEF,0.3770034719933173
CLDN3,0.376873688894597
PTHLH,0.376494382916891
PTPRZ1,0.3754694943772459
SLC9A3R2,0.37362268078979727
CLCA4,0.3731785925572401
MAPKBP1,0.37277603398423786
LONRF3,0.3712297948026087
