Gene,Importance
RNA5SP150,0.08139513383365488
RN7SL703P,0.08139513383365488
SOX2,0.08111494346742512
RN7SKP265,0.07969367088607592
ATP11B,0.07967288548457502
DCUN1D1,0.07956471747792909
RNA5SP151,0.07942388589290493
B3GNT5,0.07942388589290493
MCCC1,0.0793324030920432
MCF2L2,0.0791946607341491
LAMP3,0.07832928570422829
FXR1,0.07793774517396265
DNAJC19,0.07684797172667243
CCDC39,0.07683470241196264
EIF2B5,0.07679731065459516
KCNMB2,0.07665935990763292
HTR3C,0.07645299277678438
KLHL6,0.07645299277678438
KLHL24,0.07645299277678438
HTR3E,0.07645299277678438
CYP2AB1P,0.07645299277678438
DVL3,0.07645299277678438
AP2M1,0.07645299277678438
ABCC5,0.07645299277678438
MAP6D1,0.07645299277678438
LINC00888,0.07645299277678438
HTR3D,0.07645299277678438
MIR4448,0.07645299277678438
PARL,0.07645299277678438
SNORA4|ENSG00000251730.1,0.07645299277678438
SNORA63|ENSG00000199363.1,0.07645299277678438
SNORA63|ENSG00000201229.1,0.07645299277678438
SNORA81|ENSG00000253092.1,0.07645299277678438
YEATS2,0.07645299277678438
PIK3CA,0.07617958631953932
ZMAT3,0.075984756621281
ZNF639,0.0758003041353966
KCNMB3,0.0758003041353966
SNORA25|ENSG00000201957.1,0.07567304036834178
MFN1,0.07549329353289873
GNB4,0.07543320989566467
U8|ENSG00000201810.1,0.07530107714619622
RN7SL229P,0.07500040269779358
PEX5L,0.07496007659706294
USP13,0.07470574337167889
TTC14,0.07467064389405949
ACTL6A,0.07454926289407363
NDUFB5,0.07454926289407363
MRPL47,0.07454926289407363
snoU13|ENSG00000239096.1,0.07454926289407363
RNA5SP149,0.0741191365934019
RNA5SP147,0.0738804494445305
RNA5SP148,0.07360878050154193
ABCF3,0.07347442869010568
LINC00501,0.07300092648653206
VPS8,0.07290447332479134
MAGEF1,0.07271596006814893
EPHB3,0.0725641458160263
VWA5B2,0.07254408696019489
ECE2,0.07254408696019489
MIR1224,0.07254408696019489
ALG3,0.07254408696019489
CAMK2N2,0.07254408696019489
CHRD,0.0722984187775447
THPO,0.0722984187775447
EIF4G1,0.07227029188549869
SNORD66|ENSG00000212158.1,0.07227029188549869
FAM131A,0.07227029188549869
CLCN2,0.07227029188549869
POLR2H,0.07227029188549869
PSMD2,0.07227029188549869
TBL1XR1,0.0720729727826981
RN7SKP52,0.07206409935089618
LINC00578,0.07197112121766797
MIR4789,0.07189743878571127
snoU13|ENSG00000271842.1,0.07189743878571127
SNORA18|ENSG00000200288.1,0.07151734838991285
C3orf70,0.07008881316793629
EHHADH,0.06925683389420033
MAP3K13,0.06904814913898709
RN7SKP40,0.06901684853775639
TMEM41A,0.06898029596879794
RN7SKP234,0.06897291223722554
snoU13|ENSG00000239146.1,0.06887991157544954
MIR548AQ,0.06836525816307862
IGF2BP2,0.06827463989524228
ETV5,0.06826533842103041
DGKG,0.06824231706115087
LIPH,0.06821991805240701
ECT2,0.06805995691415209
SNORA72|ENSG00000200355.1,0.06805995691415209
SENP2,0.06803412230185443
C3orf65,0.0680143281564608
TRA2B,0.06800151504484599
snoU13|ENSG00000239141.1,0.0677817434280002
NCEH1,0.06773779867926383
SPATA16,0.06755054702130361
GHSR,0.0675200095746329
RN7SL637P,0.06747480885935153
TNFSF10,0.06713191591219504
TBCCD1,0.06638498190675989
CRYGS,0.06638498190675989
ST6GAL1,0.06631775953591196
NAALADL2,0.06629808957685959
DNAJB11,0.06629304008673491
RN7SL141P,0.06611172751721318
PP13439,0.0660674138635051
TMEM212,0.0660674138635051
snoU13|ENSG00000238359.1,0.0660674138635051
PLD1,0.06601460131510391
NLGN1,0.06600781607442428
ADIPOQ,0.06577084805902478
RPL39L,0.0656796271525324
KNG1,0.06550429309640808
AHSG,0.06541872967150558
FETUB,0.06541872967150558
HRG,0.06541481252024048
SNORA81|ENSG00000221420.2,0.06537210965770686
RFC4,0.06537210965770686
SNORA4|ENSG00000263776.1,0.06537210965770686
SNORA63|ENSG00000200418.1,0.06537210965770686
SNORA63|ENSG00000200320.1,0.06537210965770686
SNORD2|ENSG00000238942.1,0.06537210965770686
EIF4A2,0.06537210965770686
RTP1,0.06525350248518051
snoU13|ENSG00000239093.1,0.0648764956843751
MASP1,0.06478641246955132
MIR569,0.06470296672815089
RTP4,0.06464571323974605
BCL6,0.06457715323636674
SST,0.06448380338209828
RTP2,0.06448380338209828
TPRG1,0.06434489517185055
TP63,0.06391905492741579
TNIK,0.06387541994621314
SLC2A2,0.06371060390588704
RPL22L1,0.06371060390588704
RNY5P3,0.06371060390588704
EIF5A2,0.06371060390588704
EGFEM1P,0.06358012982075724
CLDN11,0.06331539685445159
MIR944,0.06325030343137945
MIR551B,0.06323573309302875
SLC7A14,0.0629286239281339
MIR28,0.06269570408752338
