ABCC5,PDCD10,MED12L,AP2M1,COL7A1,RNF168,DLG1,DVL3,FBXO45,SENP5,PLCH1,ATP11B,ACAP2,WDR53,KPNA4,OPA1,P2RY1,PAK2,ZNF639,PCYT1A,RSRC1,PIK3CA,PLD1,DCUN1D1,PIGX,TBCCD1,ABCF3,LSG1,PARL,MFN1,YEATS2,MYNN,PSMD2,RFC2,SEMA3F,TRA2B,SIAH2,SOX2,TFR2,LRRC31,FXR1,FYTTD1,ACTL6A,TP63,GMPS,UCN2,CLDN1
0.019495023,0.48768973,0.011237708,0.0,0.6800109,0.0053505744,0.039743125,0.0,0.0,0.0,0.0,1.1527871,-0.044913158,0.0,0.0,0.033032104,0.0,0.0,0.06359577,0.0,-0.13290206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016631745,0.0,-0.0853233,0.009961813,0.0,-0.007072205,0.08335428,-0.18603276,0.0,0.88870597,0.0,0.0,0.0064534186,-0.06869805,0.0,-0.29773173
0.019495023,0.43025538,0.00038849548,0.0,-0.0820407,0.019031681,0.044799525,0.0,0.0,0.0,0.0,0.87613654,-0.047497258,0.0,0.0,0.0041971253,0.0,0.0,0.008176889,0.0,-0.17764342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048411928,0.0,-0.12207637,-0.245782,0.0,-0.007072205,0.07921748,-0.2541886,0.0,0.73672855,0.0,0.0,0.00704065,-0.08513086,0.0,-0.31417426
0.019495023,0.43025538,0.00038849548,0.0,-0.0820407,0.019031681,0.044799525,0.0,0.0,0.0,0.0,0.87613654,-0.047497258,0.0,0.0,0.0041971253,0.0,0.0,0.008176889,0.0,-0.17764342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048411928,0.0,-0.12207637,-0.245782,0.0,-0.007072205,0.07921748,-0.2541886,0.0,0.73672855,0.0,0.0,0.00704065,-0.08513086,0.0,-0.31417426
0.03804845,-0.13846542,-0.04586366,0.0,0.2747236,-0.038167737,-0.019433068,0.0,0.0,0.0,0.0,-0.29673305,0.016413556,0.0,0.0,-0.0013493823,0.0,0.0,-0.0024949454,0.0,0.089089155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018134719,0.0,0.25680533,-0.39616904,0.0,0.0037400879,0.2253116,0.6628261,0.0,-0.6230834,0.0,0.0,0.03615117,0.021585906,0.0,0.07966735
0.019495023,0.43025538,0.00038849548,0.0,-0.0820407,0.019031681,0.044799525,0.0,0.0,0.0,0.0,0.87613654,-0.047497258,0.0,0.0,0.0041971253,0.0,0.0,0.008176889,0.0,-0.17764342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048411928,0.0,-0.12207637,-0.245782,0.0,-0.007072205,0.07921748,-0.2541886,0.0,0.73672855,0.0,0.0,0.00704065,-0.08513086,0.0,-0.31417426
0.019495023,0.43025538,0.00038849548,0.0,-0.0820407,0.019031681,0.044799525,0.0,0.0,0.0,0.0,0.87613654,-0.047497258,0.0,0.0,0.0041971253,0.0,0.0,0.008176889,0.0,-0.17764342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048411928,0.0,-0.12207637,-0.245782,0.0,-0.007072205,0.07921748,-0.2541886,0.0,0.73672855,0.0,0.0,0.00704065,-0.08513086,0.0,-0.31417426
-0.14790049,-0.2173011,-0.04586366,0.0,0.041683555,-0.019781172,-0.0066835866,0.0,0.0,0.0,0.0,-1.507306,0.009294256,0.0,0.0,-0.0008840452,0.0,0.0,-0.0024949454,0.0,0.029257428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017061146,0.0,0.08498584,-0.34187707,0.0,0.0015042719,-1.5175728,0.4346262,0.0,-0.9876755,0.0,0.0,-0.39225304,0.007787844,0.0,0.04672191
0.019495023,0.43025538,0.00038849548,0.0,-0.0820407,0.019031681,0.044799525,0.0,0.0,0.0,0.0,0.87613654,-0.047497258,0.0,0.0,0.0041971253,0.0,0.0,0.008176889,0.0,-0.17764342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048411928,0.0,-0.12207637,-0.245782,0.0,-0.007072205,0.07921748,-0.2541886,0.0,0.73672855,0.0,0.0,0.00704065,-0.08513086,0.0,-0.31417426
-0.14790049,-0.2173011,-0.04586366,0.0,0.041683555,-0.019781172,-0.0066835866,0.0,0.0,0.0,0.0,-1.507306,0.009294256,0.0,0.0,-0.0008840452,0.0,0.0,-0.0024949454,0.0,0.029257428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017061146,0.0,0.08498584,-0.34187707,0.0,0.0015042719,-1.5175728,0.4346262,0.0,-0.9876755,0.0,0.0,-0.39225304,0.007787844,0.0,0.04672191
0.019495023,0.4433244,0.00021293396,0.0,-0.0028418878,0.11116012,0.044799525,0.0,0.0,0.0,0.0,0.9741129,-0.047497258,0.0,0.0,0.0041971253,0.0,0.0,0.008176889,0.0,-0.19391507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048411928,0.0,0.1274378,-0.21111628,0.0,-0.007072205,0.09811599,1.2644069,0.0,0.8345509,0.0,0.0,0.007420759,-0.08513086,0.0,-0.32195416
-0.14790049,-0.2173011,-0.04586366,0.0,0.041683555,-0.019781172,-0.0066835866,0.0,0.0,0.0,0.0,-1.507306,0.009294256,0.0,0.0,-0.0008840452,0.0,0.0,-0.0024949454,0.0,0.029257428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017061146,0.0,0.08498584,-0.34187707,0.0,0.0015042719,-1.5175728,0.4346262,0.0,-0.9876755,0.0,0.0,-0.39225304,0.007787844,0.0,0.04672191
