ABCC5,PDCD10,MED12L,AP2M1,COL7A1,RNF168,DLG1,DVL3,FBXO45,SENP5,PLCH1,ATP11B,ACAP2,WDR53,KPNA4,OPA1,P2RY1,PAK2,ZNF639,PCYT1A,RSRC1,PIK3CA,PLD1,DCUN1D1,PIGX,TBCCD1,ABCF3,LSG1,PARL,MFN1,YEATS2,MYNN,PSMD2,RFC2,SEMA3F,TRA2B,SIAH2,SOX2,TFR2,LRRC31,FXR1,FYTTD1,ACTL6A,TP63,GMPS,UCN2,CLDN1
0.0037784008,-0.021259725,0.13029765,-0.19495393,0.73269475,0.22549,-0.04096403,-0.014950357,0.0,-0.023602895,-0.24376003,-0.12901826,-0.14829119,-0.07494328,0.10446667,0.05398858,-0.02202279,0.05201108,0.0364517,0.4935151,-0.038685065,-0.007875127,0.14394529,-0.10815741,0.13663366,0.12650396,0.022281505,-0.03823907,-0.040672764,0.13124993,-0.03467584,0.26726013,-0.2489028,-0.07017386,0.21818824,-0.012236941,0.39705646,0.6492281,0.11568628,0.33509555,-0.02669017,0.08793039,0.072462335,2.0469468,-0.06263217,0.33247662,-0.008485815
0.29952982,0.026215147,0.13414031,0.044019505,-0.11379548,0.20688695,0.29171726,-0.0054226844,0.0,0.053945627,-0.2672705,-0.23911642,0.07397573,-0.13354406,-0.015416713,0.056614526,-0.09999223,0.072193176,-0.039178234,0.02942675,0.037168212,-0.036936123,0.2749047,-0.17229213,0.001631247,-0.15430248,0.04167173,0.028655266,-0.051068503,-0.11153004,0.02173613,-0.1518407,0.027315449,-0.05877066,0.13051349,-0.6809158,0.34588352,-0.23859079,0.10989856,-2.971537,0.04034762,-0.11242398,-0.004865173,0.56128854,0.050014984,0.24198864,-0.19943945
0.2814664,0.009995087,0.14535311,-0.24727312,0.5970842,-0.22880441,-0.14753309,-0.008153747,0.0,0.024655629,0.30636692,0.643108,0.12999883,-0.056300804,0.0917108,-0.03959495,0.5119681,0.027444601,-0.015200522,-0.40831825,0.10459777,-0.043855056,-0.23033318,0.083136745,0.16092457,-0.13193564,-0.05769782,0.03650634,-0.062069666,-0.11740299,-0.06878986,0.08048362,0.09266178,-0.11664621,0.11248816,-0.42365277,0.30937615,0.1676144,-0.033611212,-0.042737868,0.01531506,-0.053569607,0.26844767,-0.68664783,0.118025176,0.3119664,0.20132114
-0.21683338,0.026215147,-0.11418274,0.037370462,0.20748246,-0.43460867,0.20944117,0.07842016,0.0,-0.14552781,-0.22861388,0.573386,0.044862114,0.24303226,-0.05771626,0.05042449,0.15006568,0.098193556,0.0364517,0.36702514,-0.0008861382,-0.036850836,-0.32974768,0.064232446,-0.008601548,-0.11976836,-0.07910702,-0.022749947,-0.051272977,0.07379658,-0.07397584,-0.24618499,0.09726275,-0.04397879,0.07086047,-0.57578444,-1.929749,0.5787664,0.08209311,0.61043984,0.01531506,-0.072899595,0.079612195,0.39437717,-0.13615847,0.22649662,0.10690934
-0.052602835,-0.008105725,-0.03601379,0.07468657,0.45727473,0.011720766,-0.0908338,0.07789127,0.0,-0.061743226,0.5726273,-0.14312775,0.06637279,-0.12016938,0.10446667,0.06109277,0.2161015,0.04388414,0.014706867,-0.24539222,-0.02450561,0.03674795,-0.12571578,-0.12723777,-0.0052374247,0.18022673,0.07915005,0.00029639143,-0.046354115,-0.11383343,0.03296649,0.2190313,0.15022492,-0.010062834,-0.13952404,0.48499042,0.19626331,0.03341933,-0.25650227,0.22684012,-0.070324965,0.0627901,-0.00048051827,1.897036,-0.06263217,0.3147998,-0.008565394
0.103119455,-0.008105725,0.15663017,0.07468657,0.76011384,-0.43924063,-0.07156595,-0.031917837,0.0,0.12551613,0.08825213,0.54928505,0.074747175,0.24703054,-0.08695669,0.03461145,-0.044528224,0.04385844,0.0364517,-0.22263369,0.058921907,-0.023596967,-0.09671414,0.13212834,-0.010482621,0.3307864,0.07823553,-0.085081264,-0.07941107,0.06671101,-0.03288394,-0.13600758,0.1327539,0.1306532,0.13255996,-0.35484064,0.45010886,0.002413734,0.14781399,0.26889312,0.04034762,0.0627901,0.0005631349,1.5740879,-0.011884676,0.20744096,-0.04708187
0.023043035,-0.008105725,-0.1308159,0.04440054,-0.102095366,0.22477736,-0.08522607,-0.007267134,0.0,0.007951554,0.37641573,-0.13018571,-0.103399605,-0.14703146,-0.015416713,0.05668191,-0.06380505,0.12996814,0.0364517,-0.20085873,-0.03795729,0.0057637356,0.0039111394,0.08563137,-0.020988265,0.20801312,0.0915463,-0.009168529,-0.06021487,0.15797086,-0.039861817,-0.16816007,0.08805252,0.052519634,-0.19485673,0.7990573,0.37697035,-0.013732463,0.046734776,-0.05292586,0.04034762,0.07565683,0.1020934,1.8549083,-0.10202835,0.290659,0.021564696
-0.19938414,0.009995087,-0.13230157,0.028433602,-0.36680076,-0.5567083,0.23325875,0.03168698,0.0,0.053179882,0.05712936,0.43841556,0.03591621,0.32503134,-0.0053706923,0.0075950213,0.075440764,-0.21548267,-0.039178234,-0.43114612,0.08080056,-0.016962327,0.050154924,0.057954982,0.0010418012,-0.13859989,-0.076723985,0.026915278,0.13656606,-0.09411033,-0.06096382,-0.15066335,0.02163369,0.04901003,-0.13749799,-0.58885664,-1.2153406,-0.25413874,0.011881412,0.3196789,0.04034762,-0.059984677,0.031042293,-3.026382,0.11155442,0.1354653,0.020439526
0.0010724639,0.009995087,-0.16585334,-0.08342652,-0.01807021,0.30498442,-0.13864279,-0.029647369,0.0,0.092137165,0.25374505,0.018411411,0.10771671,-0.101106666,-0.015416713,-0.07812581,0.29905847,0.18686709,-0.039178234,0.39518872,-0.0008861382,-0.035149902,0.206572,0.085498735,0.047367387,-0.15410776,-0.060080852,0.018436275,-0.052407216,-0.18826486,-0.04010499,-0.21208939,0.14718819,0.04119045,-0.26201755,-0.55137146,0.12627593,0.7606664,0.09463613,-2.9264286,0.04034762,-0.09950906,0.0062666675,0.77055997,0.050014984,0.26111853,0.0875593
0.10964432,0.026215147,0.12352825,0.10052095,0.8876484,0.16079523,0.18191388,0.029768948,0.0,0.062141944,-0.23572801,0.4674055,0.10771671,-0.10647163,-0.112361714,0.0075950213,0.05454466,-0.044781666,-0.039178234,-0.37590623,0.10459777,-0.010887963,0.14327644,0.10722728,-0.0053897207,-0.184214,-0.05769782,0.03650634,-0.07727675,-0.12366795,-0.0006125829,-0.14507492,0.1479696,0.109012485,0.08746192,-0.5790066,0.46169978,-0.14901613,0.01729222,0.72274095,0.04034762,0.08793039,-0.014853445,1.5525855,0.11971972,0.27911857,0.2239611
