Entrez_Gene_Id	C3L-00081-01	C3L-00415-03	C3L-00445-01	C3L-00568-01	C3L-00603-02	C3L-00904-01	C3L-00923-03	C3L-00927-02	C3L-00965-03	C3L-00993-01	C3L-01000-04	C3L-01285-02	C3L-01455-01	C3L-01606-01	C3L-01663-02	C3L-01838-03	C3L-01884-02	C3L-02127-01	C3L-02130-01	C3L-02163-01	C3L-02164-03	C3L-02168-04	C3L-02170-03	C3L-02349-01	C3L-02358-03	C3L-02546-03	C3L-02552-02	C3L-02619-01	C3L-02625-04	C3L-02627-05	C3L-02629-01	C3L-02646-05	C3L-02648-02	C3L-02649-04	C3L-02650-05	C3L-02660-05	C3L-02665-01	C3L-02669-02	C3L-02891-03	C3L-02951-02	C3L-02963-03	C3L-02964-01	C3L-02968-02	C3L-02969-02	C3L-03272-02	C3L-03678-02	C3L-03961-02	C3L-03961-05	C3L-03962-03	C3L-03963-04	C3L-03965-02	C3L-04013-05	C3L-04014-02	C3L-04071-01	C3L-04391-02	C3N-00211-01	C3N-00221-06	C3N-00247-02	C3N-00497-01	C3N-00555-02	C3N-01017-04	C3N-01020-01	C3N-01025-04	C3N-01028-02	C3N-01194-04	C3N-01411-04	C3N-01846-01	C3N-01892-09	C3N-01893-02	C3N-02252-74	C3N-02282-05	C3N-02283-02	C3N-02284-01	C3N-02285-03	C3N-02288-03	C3N-02289-06	C3N-02300-02	C3N-02339-02	C3N-02374-02	C3N-02375-01	C3N-02425-02	C3N-02426-01	C3N-02434-01	C3N-02435-01	C3N-02494-01	C3N-02523-02	C3N-02575-02	C3N-02675-04	C3N-03051-02	C3N-03072-01	C3N-03076-02	C3N-03092-01	C3N-03093-03	C3N-03204-01	C3N-03424-03	C3N-03425-05	C3N-03441-01	C3N-03486-03	C3N-03662-01	C3N-03848-02	C3N-03851-04	C3N-03875-02	C3N-03877-02	C3N-03880-01	C3N-03882-01	C3N-03886-03	C3N-04124-02	C3N-04127-01	C3N-04155-01	C3N-04162-03
106480628	1	0	-1	0	0	0	0	1	-1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	-1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1
106480629	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	2	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	-1	0	1	0	1	1	0	2	0	0	1	1	0	0	0	1	1
106480630	1	0	-1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	-1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	-1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	2	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	2	0	-1	1	0	0	0	0	0	1
106480631	1	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	1	1	0	0	-1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	-1	1	0	0	0	0	0	1
106480632	1	0	0	0	0	0	0	1	1	0	0	1	0	-1	0	0	-1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	-1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1
106480634	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	2	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	2	1	0	2	1	1	0	0	1	1
106480635	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	1	0	0	0	0	-1	0	1	0	-1	0	1	1	1	0	0	-1	0	0	1	0	0	0	0	1	0	-1	0	-1	0	1	0	0	1	0	-1	0	0	-1	0	0	1	0
106480636	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	2	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	-1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	2	0	0	1	1	0	0	0	1	1
106480637	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	-1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	-1	0	0	-1	1	0	0	1	1	1	1	0	1	-1	0	0	1	0	1	1	0	1	0	-1	0	1	0	1	1	0	2	0	-1	1	0	0	1	0	1	1
106480638	2	0	0	0	-1	0	0	1	-1	1	-1	0	0	-1	0	0	-1	1	0	0	0	0	0	0	1	-1	0	0	0	1	0	1	0	1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	1	0	1	1	1	0	0	1	0	-1	-1	1	1	1	0	0	-1	0	-1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	-1	0	0	0	0
106480639	1	0	-1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	-1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	-1	1	0	0	0	0	0	1
106480640	2	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	2	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	2	2	0	0	1	1	0	1	1	0	0	1	1	2	1	0	1	0	0	0	2	0	1	2	1	0	0	0	1	0	0	1	1	0	2	1	0	1	1	1	1	0	1	0
106480641	1	0	0	0	-1	-1	0	1	0	1	1	1	0	-1	-1	0	0	1	1	1	0	1	0	-1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	1	0	0	0	0	0	-1	-1	1	1	0	1	1	1	0	0	0	1	0	-1	1	0	0	0	1	1	0	0	0	0	-1	-1	1	0	0	0	0	0	0	-1	0	0	0	1	1	0	1	0	0	1	1	-1	0	0	0	1
106480642	1	0	-1	0	-1	-1	0	0	-1	1	-1	0	0	-1	-1	0	-1	1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	1	-1	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	-1	-1	-1	0	0	0	1	0	1	-1	0	-1	-1	1	0	-1	0	1	1	0	0	0	-1	-1	-1	1	0	0	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	1	1	-1	0	0	0	1
106480643	2	0	0	0	-1	0	0	1	-1	1	-1	0	0	-1	0	0	-1	1	0	0	0	0	0	0	1	-1	0	0	0	1	0	1	0	1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	1	0	1	1	1	0	0	1	0	-1	-1	1	1	1	0	0	-1	0	-1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	-1	-1	0	0	0
106480644	1	0	-1	0	-1	-1	0	0	-1	1	-1	0	0	-1	-1	0	-1	1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	-1	-1	-1	0	0	0	1	0	1	-1	0	-1	-1	0	0	-1	0	1	1	0	0	0	-1	-1	-1	1	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	1	1	-1	0	0	0	1
106480645	1	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	1	-1	-1	-1	-1	0	0	1	1	0	0	-1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	-1	1	0	-1	0	0	0	1
106480647	1	0	-1	0	0	1	0	1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	-1	0	-1	0	0	1	-1	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	1	0	0	-1	1	-1	-1	0	0	0	0	1	1	1	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	0	-1	1	-1	-1	0	0	0	0
106480648	1	0	-1	0	0	-1	0	1	-1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	-1	0	1	1	1	0	0	-1	0	0	2	0	1	0	1	1	0	0	0	0	0	1	0	0	2	0	0	1	1	-1	0	0	0	0
106480649	1	0	0	0	0	0	0	2	-1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	-1	1	0	0	-1	1	0	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	-1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1
106480651	1	0	-1	0	0	0	0	1	-1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	-1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	-1	1	0	0	0	0	1	1
106480652	1	0	0	0	-1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	-1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	-1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1
106480653	2	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	-1	1	1	0	0	2	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	2	0	0	0	0	-1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	2	0	0	1	1	0	1	1	0	-1	1	1	2	1	0	1	0	0	-1	2	0	1	2	1	0	0	0	1	0	0	1	1	0	2	1	0	1	0	0	0	0	1	0
106480654	2	0	0	0	0	-1	0	1	1	1	1	1	0	0	-1	0	1	1	1	0	0	1	0	-1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	-1	-1	0	1	0	1	2	1	0	0	0	1	1	-1	2	0	0	0	1	1	1	0	-1	-1	0	-1	1	0	1	1	1	1	0	-1	0	0	0	1	1	0	2	0	1	1	-1	-1	0	1	0	1
106480655	2	1	1	1	1	0	0	1	1	2	1	1	1	1	1	0	0	1	1	2	0	2	0	1	1	1	0	1	1	1	0	2	0	2	1	1	1	2	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	2	0	0	1	1	1	1	1	0	1	2	2	1	2	1	1	1	1	2	0	1	1	1	2	1	0	2	0	0	2	2	0	2	2	1	1	0	1	1	1	1	2	2	0	1	1	0	2	1	0	0	0	2	1
106480656	1	0	-1	0	0	0	0	1	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	1	0	1	0	0	0	0	0	0	1	-1	0	0	0	1	1	0	1	0	1	-1	0	1	0	0	-1	1	1	1	0	1	0	-1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	-1	1	0	-1	0	0	1	0
106480657	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	2	1	1	0	0	1	1
106480658	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1
106480659	1	0	-1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	2	0	0	1	1	0	0	0	1	1
106480660	1	0	-1	0	0	-1	0	1	-1	1	-1	0	0	0	0	0	-1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	0	0	1	0	0	0	0	0	0	-1	0	0	1	1	0	1	0	0	0	0	1	0	0	-1	0	1	0	0	1	-1	0	0	0	0	1	1	1	-1	0	-1	0	0	0	0	1	0	1	-1	0	0	1	0	0	0	0	1
106480661	1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	1	0	0	1	0	-1	0	1	0	-1	0	1	1	1	0	0	-1	0	-1	1	0	0	0	0	1	0	-1	0	-1	0	0	0	0	1	0	-1	0	0	-1	0	0	1	-1
106480662	2	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	2	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	2	2	0	0	1	1	0	1	1	0	1	1	1	2	1	0	1	0	0	0	2	1	1	1	1	0	0	0	1	0	0	1	1	0	2	1	0	1	1	1	0	0	1	0
106480663	1	0	0	0	0	-1	0	1	-1	0	1	0	0	0	-1	0	0	1	-1	1	0	1	0	-1	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	-1	0	-1	0	-1	0	0	1	0	1	0	0	1	0	0	0	0	1	1
106480664	1	0	-1	0	0	0	0	2	0	0	-1	0	0	0	-1	0	0	0	0	0	0	1	0	-1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	-1	0	1	1	1	0	1	-1	0	-1	0	0	0	1	0	1	0	-1	0	-1	0	1	0	0	1	1	-1	1	0	-1	0	0	1	1
106480665	1	0	-1	0	0	-1	0	1	-1	1	-1	0	0	0	0	0	-1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	0	0	1	0	0	0	0	0	0	-1	0	0	1	1	0	1	0	0	0	0	1	0	0	-1	0	1	0	0	1	-1	0	0	0	0	1	1	1	-1	0	-1	0	0	0	0	1	0	1	-1	0	0	1	0	0	0	0	1
106480667	2	0	0	0	0	0	0	1	-1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	2	1	0	-1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	-1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	2	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1
106480668	1	0	-1	0	0	-1	0	1	0	1	-1	0	0	0	0	0	-1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0	-1	0	0	1	1	0	1	0	0	0	0	1	0	0	-1	0	1	0	0	1	-1	0	0	0	0	1	1	1	-1	0	-1	0	0	0	0	1	0	1	-1	0	0	1	0	0	0	0	1
106480669	1	0	-1	0	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	1	0	1	-1	0	-1	-1	0	0	-1	0	1	1	0	0	0	-1	-1	-1	1	0	0	0	0	1	0	-1	0	-1	0	0	0	0	1	0	0	1	1	-1	0	0	1	1
106480670	1	0	-1	0	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	1	-1	0	0	0	-1	-1	0	-1	-1	0	0	1	0	0	0	-1	0	-1	-1	0	0	-1	-1	0	1	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	0	1	0	0	2	0	-1	1	-1	-1	0	0	0	0
106480671	1	0	-1	0	0	0	0	1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	1	0	-1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	-1	0	1	1	1	0	1	-1	0	0	0	0	0	1	0	1	0	-1	0	-1	0	1	0	0	1	1	-1	1	0	-1	0	0	1	1
106480672	1	1	-1	0	-1	-1	0	-2	-1	0	1	-2	0	0	-1	0	-1	1	-1	0	0	1	0	-1	1	0	0	0	0	0	0	-1	-1	1	0	0	-1	0	0	1	0	0	-1	0	0	0	-1	0	-1	0	-1	1	-1	0	-1	-1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	1	-1	0	-1	-1	0	0	0	-1	1	1	0	0	1	-1	1	-1	0	1	0	0	0	1	0	-1	-1	-1	0	1	0	0	0	0	-1	1	0	0	0	0	0	0
106480673	1	0	-1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	-1	1	0	0	-1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	2	0	-1	1	0	0	0	0	0	1
106480674	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	-1	0	1	1	1	1	1	0	0	1	0	0	0	2	1	0	1	1	1	1	0	0	1	0	1	1
106480675	1	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	-1	0	0	0	0	-1	1	0	0	0	0	1	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	0	0	-1	1	0	0	-1	0	-1	-1	0	0	1	1	0	0	1	0	1	-1	-1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	-1	0	0	0	1	1	0	1	0	-1	1	0	0	0	0	1	0
106480676	1	0	0	0	0	-1	0	1	0	0	0	1	0	-1	0	0	-1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	-1	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	-1	1	0	0	1	1	1	1	0	1	-1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	-1	0	0	1	1
106480677	1	0	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	0	0	-1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-1	0	0	-1	-1	0	0	0	1	2	1	0	0	0	0	0	0	-1	0	0	-1	-1	0	1	0	1	0	0	-1	-1	-1	-1	0	0	-1	-1	0	1	0	0	0	0	-1	0	0	0	1	0	1	0	0	-1	0	0	0	1	0	0	1	0	-1	0	1	-1	0	0	1	1
106480678	1	0	-1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1
106480679	1	0	-1	0	0	0	0	0	1	-1	0	1	0	-1	-1	0	-1	-1	0	1	0	1	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	-1	0	0	0	-1	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	1	-1	-1	1	0	-1	-1	2	2	0	0	0	0	-1	-1	0	0	1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	1	0	-1	0	0	-1	1
106480680	1	0	-1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	-1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	-1	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1
106480681	2	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	2	0	2	0	1	1	1	0	1	1	1	0	1	1	2	1	0	1	2	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	2	0	0	1	1	0	1	1	0	1	2	2	1	2	1	1	1	1	2	0	1	1	1	2	1	0	1	1	0	1	2	1	1	2	1	1	0	0	1	0	0	2	1	0	2	1	1	2	2	1	0	0	1	1
106480682	1	0	-1	0	-1	-1	0	1	0	1	1	1	0	-1	-1	0	0	1	0	1	0	0	0	-1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	0	1	0	0	0	-1	-1	-1	0	0	1	1	1	0	0	0	1	-1	-1	1	0	0	0	1	1	1	0	1	0	-1	-1	1	0	1	1	0	0	0	-1	1	0	0	1	0	0	1	1	-1	1	1	-1	0	0	1	1
106480683	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	1	0	0	0	0	-1	0	1	0	-1	0	1	1	1	0	0	-1	0	0	1	0	0	0	0	1	0	-1	0	-1	0	1	0	0	1	0	-1	0	0	-1	0	0	1	0
106480684	2	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	2	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	2	1	1	0	1	1	0	0	2	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1
106480685	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	-1	0	1	-1	0	0	1	1	1	0	1	-1	1	-1	0	2	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	-1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1
106480687	2	1	1	0	0	1	0	2	0	2	0	0	1	0	1	1	1	1	1	1	0	1	1	1	2	1	0	1	0	2	0	1	1	2	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	2	1	1	1	0	1	0	0	1	0	1	1	1	0	1	2	2	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	2	2	0	2	1	1	1	0	0	1	1	1	1	2	0	1	0	0	1	1	0	1	0	1	1
